UserID,UserName,FullName,Email,Role,RegisteredAt,user_course_id,course_id,status,progress,enrolled_at,completed_at,score,course_title,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
4,joyporter,Rodney Robles,joseph80@example.net,employee,2024-10-05 16:18:19.903,137,590794,undertaken,100.0,2024-02-24 07:00:36,2024-03-15 07:00:36,59.0,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,381,24,7,easy,0.6000000238418579,2015-08-31T20:52:45Z,Graphic Design
4,joyporter,Rodney Robles,joseph80@example.net,employee,2024-10-05 16:18:19.903,138,573064,undertaken,100.0,2024-06-22 13:25:33,2024-07-02 13:25:33,74.0,Photoshop in Ease: Create World Amazing  Graphic Designs,14440,182,26,intermediate,3.0,2015-08-13T21:17:34Z,Graphic Design
5,vaughanadam,Joseph Garcia,sdavis@example.com,employee,2024-10-05 16:18:19.967,256,1219520,assigned,100.0,2024-07-03 17:56:39,2024-09-19 17:56:39,91.0,Adobe Illustrator T-Shirt Design for Merch by Amazon,390,44,15,expert,1.0,2017-06-13T20:41:14Z,Graphic Design
5,vaughanadam,Joseph Garcia,sdavis@example.com,employee,2024-10-05 16:18:19.967,257,1145736,assigned,100.0,2024-02-08 22:30:27,2024-02-19 22:30:27,72.0,Create Professional Looking Infographics With No Experience,9367,104,21,hard,2.0,2017-03-21T19:00:13Z,Graphic Design
5,vaughanadam,Joseph Garcia,sdavis@example.com,employee,2024-10-05 16:18:19.967,258,590794,assigned,100.0,2023-11-03 03:48:19,2024-01-27 03:48:19,55.0,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,381,24,7,easy,0.6000000238418579,2015-08-31T20:52:45Z,Graphic Design
6,markrivers,Erin Taylor,rachelanderson@example.org,employee,2024-10-05 16:18:20.027,226,1253224,undertaken,100.0,2024-07-20 12:12:49,2024-08-14 12:12:49,98.0,Pentatonic Scale Crash Course for Bass Guitar,898,6,24,intermediate,1.0,2017-06-15T18:35:07Z,Musical Instruments
6,markrivers,Erin Taylor,rachelanderson@example.org,employee,2024-10-05 16:18:20.027,227,195576,undertaken,100.0,2024-02-24 18:18:13,2024-05-02 18:18:13,78.0,Learn To Play The Drums Without A Drum Kit,1589,52,39,intermediate,2.0,2014-06-27T21:54:58Z,Musical Instruments
6,markrivers,Erin Taylor,rachelanderson@example.org,employee,2024-10-05 16:18:20.027,228,801486,assigned,100.0,2024-07-01 13:06:11,2024-08-13 13:06:11,76.0,Playing Piano:  Popular Pieces Vol. II,1472,4,24,hard,1.5,2016-03-31T17:24:49Z,Musical Instruments
7,ufields,Emily Moran,brianmckay@example.com,employee,2024-10-05 16:18:20.083,34,739964,assigned,100.0,2023-11-19 17:05:35,2023-12-22 17:05:35,83.0,Investing And Trading For Beginners: Mastering Price Charts,1540,178,26,hard,1.0,2016-02-21T18:23:12Z,Business Finance
7,ufields,Emily Moran,brianmckay@example.com,employee,2024-10-05 16:18:20.083,36,1210588,assigned,100.0,2024-01-20 21:10:09,2024-03-12 21:10:09,60.0,Beginner to Pro - Financial Analysis in Excel 2017,2451,11,36,expert,3.0,2017-05-30T20:07:24Z,Business Finance
8,jasondecker,Catherine Garner,jessica62@example.com,employee,2024-10-05 16:18:20.140,121,920306,assigned,100.0,2024-06-27 07:49:51,2024-08-20 07:49:51,77.0,Web Site for Beginners - Learn Web Building like knitting,9425,147,14,intermediate,1.5,2016-08-10T00:40:59Z,Web Development
8,jasondecker,Catherine Garner,jessica62@example.com,employee,2024-10-05 16:18:20.140,122,987064,undertaken,100.0,2023-11-15 00:44:48,2024-02-04 00:44:48,91.0,Learn by Doing: Vue JS 2.0 the Right Way,1087,220,32,hard,3.5,2016-11-07T17:53:40Z,Web Development
8,jasondecker,Catherine Garner,jessica62@example.com,employee,2024-10-05 16:18:20.140,123,1146014,undertaken,100.0,2023-11-15 12:28:11,2024-02-15 12:28:11,50.0,Learn JavaScript for beginners,15276,167,19,easy,1.5,2017-03-16T20:57:12Z,Web Development
9,emmabonilla,Louis Novak,wdunn@example.com,employee,2024-10-05 16:18:20.197,292,1070968,undertaken,100.0,2024-03-25 00:24:35,2024-04-16 00:24:35,83.0,Ultimate Investment Banking Course,2147,23,51,easy,1.5,2017-01-18T20:58:58Z,Business Finance
9,emmabonilla,Louis Novak,wdunn@example.com,employee,2024-10-05 16:18:20.197,293,719698,assigned,100.0,2024-01-28 05:49:45,2024-04-30 05:49:45,73.0,Basic Technical Analysis: Learn the structure of the market,4919,79,16,easy,1.5,2016-01-08T17:21:26Z,Business Finance
10,droberson,Tim Jones,jason26@example.org,employee,2024-10-05 16:18:20.257,112,192870,undertaken,100.0,2024-09-04 10:20:12,2024-09-09 10:20:12,93.0,Trading Penny Stocks: A Guide for All Levels In 2017,9221,138,25,intermediate,3.0,2014-05-02T15:13:30Z,Business Finance
10,droberson,Tim Jones,jason26@example.org,employee,2024-10-05 16:18:20.257,113,1011058,undertaken,100.0,2024-04-05 06:57:56,2024-04-15 06:57:56,60.0,How To Maximize Your Profits Trading Options,1276,45,26,easy,2.0,2016-12-13T14:57:18Z,Business Finance
10,droberson,Tim Jones,jason26@example.org,employee,2024-10-05 16:18:20.257,114,504036,assigned,100.0,2024-03-10 01:02:44,2024-04-11 01:02:44,61.0,Short Selling: Learn To Sell Stocks Before The Fall,2276,106,19,expert,1.5,2015-06-22T21:18:35Z,Business Finance
11,nicholasblevins,Sara Williams,richard21@example.net,employee,2024-10-05 16:18:20.313,232,1094964,undertaken,100.0,2024-07-05 21:04:17,2024-09-27 21:04:17,80.0,Build Your Own Backend REST API using Django REST Framework,2669,112,72,hard,5.5,2017-04-27T19:21:11Z,Web Development
11,nicholasblevins,Sara Williams,richard21@example.net,employee,2024-10-05 16:18:20.313,233,94428,undertaken,100.0,2024-03-09 05:05:55,2024-05-17 05:05:55,89.0,Learn Complete Web Development From Scratch,14074,106,46,expert,12.0,2013-10-23T09:23:00Z,Web Development
12,vwest,Mrs. Judith Leonard,clintonjohnson@example.com,employee,2024-10-05 16:18:20.370,58,661814,undertaken,100.0,2024-01-12 04:13:39,2024-02-24 04:13:39,60.0,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,747,5,28,easy,1.0,2015-11-10T18:42:55Z,Musical Instruments
12,vwest,Mrs. Judith Leonard,clintonjohnson@example.com,employee,2024-10-05 16:18:20.370,59,837722,undertaken,100.0,2024-07-19 22:03:24,2024-10-02 22:03:24,80.0,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),1039,29,9,hard,1.5,2016-05-06T15:32:00Z,Musical Instruments
12,vwest,Mrs. Judith Leonard,clintonjohnson@example.com,employee,2024-10-05 16:18:20.370,60,1253224,assigned,100.0,2024-06-26 02:34:38,2024-07-05 02:34:38,93.0,Pentatonic Scale Crash Course for Bass Guitar,898,6,24,intermediate,1.0,2017-06-15T18:35:07Z,Musical Instruments
13,eholloway,Lawrence Crawford,mwaller@example.net,employee,2024-10-05 16:18:20.430,187,874012,assigned,100.0,2024-04-03 02:21:42,2024-05-09 02:21:42,68.0,The Ultimate Drawing Course - Beginner to Advanced,26742,2379,62,easy,11.0,2017-01-23T00:20:05Z,Graphic Design
13,eholloway,Lawrence Crawford,mwaller@example.net,employee,2024-10-05 16:18:20.430,188,820194,undertaken,100.0,2023-11-19 02:24:50,2024-02-07 02:24:50,91.0,Photoshop for Entrepreneurs - Design 11 Practical Projects,36288,737,63,hard,5.0,2016-06-09T01:57:03Z,Graphic Design
13,eholloway,Lawrence Crawford,mwaller@example.net,employee,2024-10-05 16:18:20.430,189,1216132,assigned,100.0,2023-12-30 17:53:42,2024-01-22 17:53:42,81.0,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,1076,15,15,intermediate,1.0,2017-05-22T22:53:46Z,Graphic Design
14,ryan56,Kristin Krueger,carolinecox@example.net,employee,2024-10-05 16:18:20.487,43,504036,assigned,100.0,2024-02-27 16:58:45,2024-04-07 16:58:45,69.0,Short Selling: Learn To Sell Stocks Before The Fall,2276,106,19,expert,1.5,2015-06-22T21:18:35Z,Business Finance
14,ryan56,Kristin Krueger,carolinecox@example.net,employee,2024-10-05 16:18:20.487,44,606928,undertaken,100.0,2024-09-05 12:04:25,2024-10-28 12:04:25,96.0,7 Deadly Mistakes of Investing that Will Slash Your Profits!,5354,24,23,hard,1.5,2015-09-21T18:10:34Z,Business Finance
14,ryan56,Kristin Krueger,carolinecox@example.net,employee,2024-10-05 16:18:20.487,45,794151,undertaken,100.0,2024-02-15 03:23:33,2024-04-12 03:23:33,87.0,Forex Trading Course: Work Smarter Not Harder Proven Results,4061,52,16,intermediate,2.0,2016-03-16T15:40:19Z,Business Finance
15,april69,Kelly Burke,kristenanderson@example.com,employee,2024-10-05 16:18:20.543,157,961630,undertaken,100.0,2024-07-31 02:54:32,2024-08-30 02:54:32,58.0,Beginner Guitar Quick-Start Course,2084,20,7,intermediate,1.0,2016-09-28T00:11:43Z,Musical Instruments
15,april69,Kelly Burke,kristenanderson@example.com,employee,2024-10-05 16:18:20.543,158,837722,assigned,100.0,2023-12-29 09:56:33,2024-02-03 09:56:33,55.0,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),1039,29,9,hard,1.5,2016-05-06T15:32:00Z,Musical Instruments
15,april69,Kelly Burke,kristenanderson@example.com,employee,2024-10-05 16:18:20.543,159,560662,undertaken,100.0,2024-04-13 12:22:21,2024-05-16 12:22:21,95.0,Instant Harmonica - how to get single notes in 5 easy steps,835,10,7,expert,0.6333333253860474,2015-07-22T22:15:10Z,Musical Instruments
16,amy15,Christopher Garner,brianrichmond@example.net,employee,2024-10-05 16:18:20.600,37,729464,undertaken,100.0,2024-02-26 19:31:12,2024-04-24 19:31:12,88.0,Instant Harmonica - play the groovy Beatles Yesterday today!,295,7,14,easy,1.0,2016-04-25T15:48:05Z,Musical Instruments
16,amy15,Christopher Garner,brianrichmond@example.net,employee,2024-10-05 16:18:20.600,38,1257976,assigned,100.0,2024-06-13 01:55:31,2024-08-23 01:55:31,57.0,Your First 10 Guitar Lessons - Learn how to play guitar,924,4,18,easy,1.0,2017-06-29T00:29:36Z,Musical Instruments
16,amy15,Christopher Garner,brianrichmond@example.net,employee,2024-10-05 16:18:20.600,39,837722,assigned,100.0,2024-01-09 23:38:59,2024-04-06 23:38:59,89.0,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),1039,29,9,hard,1.5,2016-05-06T15:32:00Z,Musical Instruments
17,katherine55,Christopher Walker,guzmannicholas@example.net,employee,2024-10-05 16:18:20.657,97,94428,undertaken,100.0,2024-02-09 13:00:09,2024-04-11 13:00:09,88.0,Learn Complete Web Development From Scratch,14074,106,46,expert,12.0,2013-10-23T09:23:00Z,Web Development
17,katherine55,Christopher Walker,guzmannicholas@example.net,employee,2024-10-05 16:18:20.657,98,1086834,assigned,100.0,2024-01-01 03:49:14,2024-03-29 03:49:14,55.0,How To Make A Wordpress Website 2017 | Divi Theme Tutorial,3541,202,37,intermediate,4.0,2017-01-26T22:15:02Z,Web Development
17,katherine55,Christopher Walker,guzmannicholas@example.net,employee,2024-10-05 16:18:20.657,99,16646,undertaken,100.0,2024-09-08 11:59:45,2024-10-23 11:59:45,88.0,Web Programming with Python,35267,217,53,expert,4.0,2012-04-25T00:01:43Z,Web Development
18,simpsonholly,John Cook,xjenkins@example.net,employee,2024-10-05 16:18:20.713,295,785388,assigned,100.0,2024-03-04 03:07:57,2024-03-07 03:07:57,74.0,Scaling Docker on AWS,3133,351,63,expert,6.0,2016-03-28T17:51:04Z,Web Development
18,simpsonholly,John Cook,xjenkins@example.net,employee,2024-10-05 16:18:20.713,296,642410,assigned,100.0,2024-02-13 14:19:58,2024-05-11 14:19:58,56.0,The Complete Bootstrap Masterclass Course - Build 4 Projects,24978,540,67,hard,7.0,2015-10-27T20:27:11Z,Web Development
18,simpsonholly,John Cook,xjenkins@example.net,employee,2024-10-05 16:18:20.713,297,1146014,undertaken,100.0,2024-07-14 07:08:48,2024-09-09 07:08:48,90.0,Learn JavaScript for beginners,15276,167,19,easy,1.5,2017-03-16T20:57:12Z,Web Development
19,christinelane,Jessica Myers,erika47@example.com,employee,2024-10-05 16:18:20.770,85,961630,assigned,100.0,2023-12-14 14:39:39,2024-02-05 14:39:39,87.0,Beginner Guitar Quick-Start Course,2084,20,7,intermediate,1.0,2016-09-28T00:11:43Z,Musical Instruments
19,christinelane,Jessica Myers,erika47@example.com,employee,2024-10-05 16:18:20.770,86,643970,assigned,100.0,2024-01-20 14:57:32,2024-03-18 14:57:32,98.0,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,823,11,10,intermediate,0.699999988079071,2015-12-11T18:42:43Z,Musical Instruments
20,walkerjames,Jeff Vaughan,meganfriedman@example.com,employee,2024-10-05 16:18:20.827,175,19603,assigned,100.0,2024-08-26 16:53:17,2024-11-08 16:53:17,95.0,Learning Dynamic Website Design - PHP MySQL and JavaScript,47886,285,125,intermediate,12.5,2012-06-18T16:52:34Z,Web Development
20,walkerjames,Jeff Vaughan,meganfriedman@example.com,employee,2024-10-05 16:18:20.827,176,785388,assigned,100.0,2024-07-06 14:09:57,2024-07-16 14:09:57,63.0,Scaling Docker on AWS,3133,351,63,expert,6.0,2016-03-28T17:51:04Z,Web Development
20,walkerjames,Jeff Vaughan,meganfriedman@example.com,employee,2024-10-05 16:18:20.827,177,1089744,undertaken,100.0,2024-05-10 19:25:29,2024-07-10 19:25:29,93.0,How To Make A Wordpress Website 2017 - Divi Theme Tutorial,2780,94,29,hard,3.0,2017-01-26T17:16:27Z,Web Development
21,johngray,Brian Chang,beckdiana@example.net,employee,2024-10-05 16:18:20.883,22,1046722,assigned,100.0,2024-08-06 10:42:41,2024-11-02 10:42:41,62.0,Ultimate Photoshop Training: From Beginner to Pro,5326,447,150,intermediate,11.5,2017-01-12T16:56:22Z,Graphic Design
21,johngray,Brian Chang,beckdiana@example.net,employee,2024-10-05 16:18:20.883,23,749542,undertaken,100.0,2024-09-19 23:50:20,2024-11-22 23:50:20,66.0,Graphic Design Bootcamp,15276,1740,65,expert,8.0,2016-05-13T00:03:03Z,Graphic Design
21,johngray,Brian Chang,beckdiana@example.net,employee,2024-10-05 16:18:20.883,24,820194,assigned,100.0,2024-02-24 07:45:52,2024-02-29 07:45:52,82.0,Photoshop for Entrepreneurs - Design 11 Practical Projects,36288,737,63,hard,5.0,2016-06-09T01:57:03Z,Graphic Design
22,nelsonryan,Jacqueline Potter,hharrell@example.net,employee,2024-10-05 16:18:20.940,100,1089744,assigned,100.0,2023-10-22 21:44:27,2023-11-27 21:44:27,52.0,How To Make A Wordpress Website 2017 - Divi Theme Tutorial,2780,94,29,hard,3.0,2017-01-26T17:16:27Z,Web Development
22,nelsonryan,Jacqueline Potter,hharrell@example.net,employee,2024-10-05 16:18:20.940,102,1094964,assigned,100.0,2024-04-02 11:54:06,2024-04-14 11:54:06,99.0,Build Your Own Backend REST API using Django REST Framework,2669,112,72,hard,5.5,2017-04-27T19:21:11Z,Web Development
23,isaaclawrence,Catherine Phillips,boyerkimberly@example.org,employee,2024-10-05 16:18:20.997,28,1196544,undertaken,100.0,2024-05-17 21:06:54,2024-08-08 21:06:54,68.0,Python Algo Trading: Sentiment Trading with News,294,19,42,hard,7.0,2017-04-28T16:41:44Z,Business Finance
23,isaaclawrence,Catherine Phillips,boyerkimberly@example.org,employee,2024-10-05 16:18:20.997,29,742602,assigned,100.0,2024-02-14 07:28:14,2024-02-22 07:28:14,96.0,Financial Management Risk and Return For Securities,3607,21,19,easy,1.5,2016-02-03T18:04:01Z,Business Finance
24,orivera,Sean Diaz,jessicaherman@example.com,employee,2024-10-05 16:18:21.053,124,696630,assigned,100.0,2023-10-30 00:41:27,2023-11-06 00:41:27,65.0,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",4529,193,7,easy,0.6000000238418579,2015-12-21T18:50:50Z,Musical Instruments
24,orivera,Sean Diaz,jessicaherman@example.com,employee,2024-10-05 16:18:21.053,125,643970,undertaken,100.0,2024-03-02 18:30:46,2024-04-11 18:30:46,91.0,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,823,11,10,intermediate,0.699999988079071,2015-12-11T18:42:43Z,Musical Instruments
24,orivera,Sean Diaz,jessicaherman@example.com,employee,2024-10-05 16:18:21.053,126,1048302,undertaken,100.0,2024-08-24 18:51:54,2024-09-11 18:51:54,55.0,Learn Travis Picking From Scratch,219,30,25,hard,1.5,2017-01-01T22:17:22Z,Musical Instruments
25,jason16,Rebecca Arias,vpowell@example.com,employee,2024-10-05 16:18:21.110,283,920306,assigned,100.0,2023-12-07 08:27:16,2024-01-27 08:27:16,83.0,Web Site for Beginners - Learn Web Building like knitting,9425,147,14,intermediate,1.5,2016-08-10T00:40:59Z,Web Development
25,jason16,Rebecca Arias,vpowell@example.com,employee,2024-10-05 16:18:21.110,284,8325,assigned,100.0,2024-10-05 07:12:48,2024-11-25 07:12:48,81.0,HTML Tutorial: HTML & CSS for Beginners,12458,253,82,intermediate,4.0,2011-09-09T15:28:59Z,Web Development
25,jason16,Rebecca Arias,vpowell@example.com,employee,2024-10-05 16:18:21.110,285,785388,undertaken,100.0,2024-07-06 19:30:45,2024-08-28 19:30:45,83.0,Scaling Docker on AWS,3133,351,63,expert,6.0,2016-03-28T17:51:04Z,Web Development
26,kim45,Lisa White,fosterfernando@example.com,employee,2024-10-05 16:18:21.170,88,317278,assigned,100.0,2024-02-13 14:44:55,2024-05-14 14:44:55,55.0,Typographic Logos: Typography and Lettering for Logo Design,4235,427,20,easy,1.5,2014-10-16T19:30:01Z,Graphic Design
26,kim45,Lisa White,fosterfernando@example.com,employee,2024-10-05 16:18:21.170,89,1197206,assigned,100.0,2024-02-27 17:11:23,2024-04-20 17:11:23,55.0,Illustrator CC MasterClass,462,50,86,intermediate,12.0,2017-05-02T16:41:21Z,Graphic Design
26,kim45,Lisa White,fosterfernando@example.com,employee,2024-10-05 16:18:21.170,90,1181578,undertaken,100.0,2024-04-15 01:30:19,2024-06-13 01:30:19,79.0,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,69,6,25,intermediate,3.5,2017-04-24T16:44:12Z,Graphic Design
27,adriennejefferson,Joseph Hicks,kochscott@example.org,employee,2024-10-05 16:18:21.227,154,476268,undertaken,100.0,2024-06-06 15:03:13,2024-08-04 15:03:13,92.0,Options Trading 3 : Advanced Stock Profit and Success Method,5172,34,38,easy,2.5,2015-05-28T00:14:03Z,Business Finance
27,adriennejefferson,Joseph Hicks,kochscott@example.org,employee,2024-10-05 16:18:21.227,155,592338,assigned,100.0,2024-02-20 04:40:06,2024-04-27 04:40:06,72.0,Forex Trading Secrets of the Pros With Amazon's AWS,4284,93,76,hard,5.0,2015-09-11T16:47:02Z,Business Finance
27,adriennejefferson,Joseph Hicks,kochscott@example.org,employee,2024-10-05 16:18:21.227,156,794151,assigned,100.0,2024-04-21 22:45:43,2024-05-30 22:45:43,76.0,Forex Trading Course: Work Smarter Not Harder Proven Results,4061,52,16,intermediate,2.0,2016-03-16T15:40:19Z,Business Finance
28,allisonjudy,Joseph Martin,franciscobell@example.org,employee,2024-10-05 16:18:21.283,91,739964,assigned,100.0,2024-01-04 20:11:44,2024-01-14 20:11:44,83.0,Investing And Trading For Beginners: Mastering Price Charts,1540,178,26,hard,1.0,2016-02-21T18:23:12Z,Business Finance
28,allisonjudy,Joseph Martin,franciscobell@example.org,employee,2024-10-05 16:18:21.283,93,1210588,assigned,100.0,2024-03-14 08:39:45,2024-05-14 08:39:45,78.0,Beginner to Pro - Financial Analysis in Excel 2017,2451,11,36,expert,3.0,2017-05-30T20:07:24Z,Business Finance
29,dpeck,Angela Carpenter,robinsondeborah@example.org,employee,2024-10-05 16:18:21.340,241,1210588,assigned,100.0,2024-10-03 14:55:46,2024-10-11 14:55:46,76.0,Beginner to Pro - Financial Analysis in Excel 2017,2451,11,36,expert,3.0,2017-05-30T20:07:24Z,Business Finance
29,dpeck,Angela Carpenter,robinsondeborah@example.org,employee,2024-10-05 16:18:21.340,242,794151,assigned,100.0,2023-12-06 12:21:08,2024-03-04 12:21:08,68.0,Forex Trading Course: Work Smarter Not Harder Proven Results,4061,52,16,intermediate,2.0,2016-03-16T15:40:19Z,Business Finance
29,dpeck,Angela Carpenter,robinsondeborah@example.org,employee,2024-10-05 16:18:21.340,243,1070968,undertaken,100.0,2023-10-25 11:43:26,2023-11-03 11:43:26,79.0,Ultimate Investment Banking Course,2147,23,51,easy,1.5,2017-01-18T20:58:58Z,Business Finance
30,charles84,Christopher Mosley,peterscrystal@example.com,employee,2024-10-05 16:18:21.397,211,749542,undertaken,100.0,2024-02-29 15:20:35,2024-05-27 15:20:35,76.0,Graphic Design Bootcamp,15276,1740,65,expert,8.0,2016-05-13T00:03:03Z,Graphic Design
30,charles84,Christopher Mosley,peterscrystal@example.com,employee,2024-10-05 16:18:21.397,212,1197206,assigned,100.0,2024-02-25 22:04:51,2024-03-27 22:04:51,78.0,Illustrator CC MasterClass,462,50,86,intermediate,12.0,2017-05-02T16:41:21Z,Graphic Design
30,charles84,Christopher Mosley,peterscrystal@example.com,employee,2024-10-05 16:18:21.397,213,573064,undertaken,100.0,2024-09-23 17:59:02,2024-12-19 17:59:02,97.0,Photoshop in Ease: Create World Amazing  Graphic Designs,14440,182,26,intermediate,3.0,2015-08-13T21:17:34Z,Graphic Design
31,kpeterson,Kimberly Duncan,ogreer@example.net,employee,2024-10-05 16:18:21.453,196,1120554,assigned,100.0,2024-03-22 03:32:29,2024-04-01 03:32:29,51.0,Canva Graphics Design Essential Training For Everyone,12340,124,46,hard,2.5,2017-03-07T03:54:27Z,Graphic Design
31,kpeterson,Kimberly Duncan,ogreer@example.net,employee,2024-10-05 16:18:21.453,197,1197206,undertaken,100.0,2024-03-28 20:35:12,2024-06-15 20:35:12,56.0,Illustrator CC MasterClass,462,50,86,intermediate,12.0,2017-05-02T16:41:21Z,Graphic Design
31,kpeterson,Kimberly Duncan,ogreer@example.net,employee,2024-10-05 16:18:21.453,198,595876,assigned,100.0,2024-09-25 12:58:38,2024-10-26 12:58:38,90.0,Logo Design in Adobe Illustrator - for Beginners & Beyond,4297,337,110,easy,7.5,2015-10-01T21:40:39Z,Graphic Design
32,theresa48,George Waller,kelly13@example.net,employee,2024-10-05 16:18:21.510,139,590794,undertaken,100.0,2024-01-03 20:39:01,2024-02-25 20:39:01,83.0,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,381,24,7,easy,0.6000000238418579,2015-08-31T20:52:45Z,Graphic Design
32,theresa48,George Waller,kelly13@example.net,employee,2024-10-05 16:18:21.510,140,573064,undertaken,100.0,2024-05-21 19:56:54,2024-07-18 19:56:54,98.0,Photoshop in Ease: Create World Amazing  Graphic Designs,14440,182,26,intermediate,3.0,2015-08-13T21:17:34Z,Graphic Design
32,theresa48,George Waller,kelly13@example.net,employee,2024-10-05 16:18:21.510,141,1197206,undertaken,100.0,2024-09-27 05:15:11,2024-11-17 05:15:11,85.0,Illustrator CC MasterClass,462,50,86,intermediate,12.0,2017-05-02T16:41:21Z,Graphic Design
33,dyerrobert,Jimmy Paul,samantha49@example.com,employee,2024-10-05 16:18:21.567,250,719698,undertaken,100.0,2024-02-14 20:52:57,2024-05-21 20:52:57,75.0,Basic Technical Analysis: Learn the structure of the market,4919,79,16,easy,1.5,2016-01-08T17:21:26Z,Business Finance
33,dyerrobert,Jimmy Paul,samantha49@example.com,employee,2024-10-05 16:18:21.567,251,1196544,undertaken,100.0,2024-06-07 19:08:58,2024-09-15 19:08:58,74.0,Python Algo Trading: Sentiment Trading with News,294,19,42,hard,7.0,2017-04-28T16:41:44Z,Business Finance
33,dyerrobert,Jimmy Paul,samantha49@example.com,employee,2024-10-05 16:18:21.567,252,1167710,undertaken,100.0,2023-12-03 19:11:53,2024-02-16 19:11:53,87.0,The Only Investment Strategy You Need For Your Retirement,827,14,15,intermediate,1.0,2017-04-18T18:13:32Z,Business Finance
34,trevor76,Mr. Jonathan Zavala,qcohen@example.org,employee,2024-10-05 16:18:21.627,220,317278,undertaken,100.0,2024-03-31 09:12:35,2024-06-07 09:12:35,99.0,Typographic Logos: Typography and Lettering for Logo Design,4235,427,20,easy,1.5,2014-10-16T19:30:01Z,Graphic Design
34,trevor76,Mr. Jonathan Zavala,qcohen@example.org,employee,2024-10-05 16:18:21.627,221,1219520,assigned,100.0,2024-01-15 14:02:47,2024-02-22 14:02:47,85.0,Adobe Illustrator T-Shirt Design for Merch by Amazon,390,44,15,expert,1.0,2017-06-13T20:41:14Z,Graphic Design
